sent_nr	word_pos	word	item	ENCOW_log_freq	srp_1k	KLD_1k	srp_3k	KLD_3k	srp_10k	KLD_10k	srp_30k	KLD_30k	srp_100k	KLD_100k	srp_300k	KLD_300k	srp_1M	KLD_1M	srp_3M	KLD_3M	srp_6-47M	KLD_6-47M
276	15	was	27615	-13.2729	5.0824	0.45093346	5.4197	0.19886827	5.3693	0.07686806	3.7301	0.17302275	2.6177	1.14297819	1.5363	2.25672913	1.5413	2.82267475	1.8734	3.16494942	2.1627	3.34714079
276	16	told	27616	-10.3945	9.5744	0.45118093	8.8246	0.20039368	8.2699	0.08358383	7.7512	0.16126347	6.7792	0.77962828	4.9073	1.10944796	4.6801	1.46553755	4.7248	2.0356636	4.4891	2.28225756
276	17	to	27617	-14.855	3.4575	0.45098829	3.5278	0.20104599	3.4895	0.08964157	3.0373	0.13188839	2.9687	0.51912212	2.7886	1.39410686	2.3107	1.23789668	1.7702	1.24539304	1.787	1.24931908
276	18	enter	27618	-8.8531	9.8125	0.4505682	9.9421	0.20066929	9.9408	0.08724976	9.7037	0.53713608	7.8097	1.05972862	7.2831	1.16205978	6.6837	1.77424765	5.8701	2.40258408	5.4701	2.58243084
277	1	I	27701	-14.2931	5.761		2.9695		2.2966		2.2103		2.1453		2.3647		2.4492		2.2039		2.353	
277	2	didn't	27702																			
277	3	read	27703	-10.7418	9.2806	0.6018815	8.2081	0.16598558	7.5235	0.06307554	6.931	0.58612823	5.2169	1.37338448	5.1775	2.25962305	5.4278	2.71245766	5.2757	2.82616758	5.102	2.81152058
277	4	the	27704	-15.3366	3.2549	0.5373683	3.2589	0.1680479	3.4057	0.06269503	2.4105	0.16344213	2.3292	0.80464268	1.8361	1.13106489	1.8025	1.44548798	1.4458	1.52695847	1.5574	1.49703264
277	5	local	27705	-10.8161	9.6176	0.50388384	8.3145	0.18371153	7.6599	0.35808897	6.2908	0.94091415	6.3617	1.24534845	7.3763	1.43738079	7.8078	1.69670343	7.9941	2.36577702	8.0302	2.60266733
277	6	papers	27706	-8.4468	9.9561	0.48310041	10.0539	0.18648958	9.8592	0.13433743	9.6527	0.25865507	9.0688	0.87770367	8.3922	1.13368654	7.6224	1.65014219	5.5994	2.06945848	4.9339	2.38514519
277	7	and	27707	-14.5388	3.911	0.47067261	4.0184	0.18963289	4.0686	0.08375645	2.9421	0.20230198	3.0797	0.4124465	2.4038	0.72423077	2.5752	0.88066053	2.8644	1.09951878	2.7691	1.11884975
277	8	neither	27708	-8.5792	9.671	0.46385288	10.0634	0.19294977	9.9314	0.08264017	9.2358	0.25132847	8.9025	0.37241125	8.7909	0.53194094	8.2036	0.8993063	7.8274	1.3295207	7.9188	1.40089321
277	9	did	27709	-11.9141	8.6475	0.45954752	6.5604	0.19598627	6.6372	0.07306004	6.8147	0.07102728	6.0672	0.163661	5.1593	0.28298759	3.1203	0.95817137	2.5347	1.39268684	2.2576	1.57964993
277	10	my	27710	-12.6883	6.5702	0.45571613	5.6453	0.19604063	5.8172	0.07132053	5.1821	0.16361809	5.5767	1.35714865	5.2	1.69886637	4.6996	1.67814183	4.6441	1.37182212	4.0146	1.51591635
277	11	parents	27711	-10.0263	10.2869	0.45394802	10.2322	0.19866371	8.6455	0.08868551	8.1488	0.59151459	7.2811	1.04573727	5.1656	1.74727678	4.7583	2.09771872	4.3608	2.38380289	4.4417	2.38122129
277	12	so	27712	-12.7181	6.3629	0.45291138	5.8548	0.20001507	6.1409	0.09154224	6.1195	0.25237465	5.5856	0.39023113	5.8374	0.79690647	5.949	1.10329294	5.6463	1.0316658	5.5739	1.05665874
277	13	I	27713	-14.2931	4.1527	0.45174932	4.7287	0.19949818	4.7662	0.08604908	3.4439	0.13941479	2.6515	0.37958384	2.6468	0.79694891	2.3799	1.07056808	1.7673	1.75668812	1.2894	2.05405641
277	14	had	27714	-12.3327	7.5426	0.45145512	6.2385	0.19977808	6.4295	0.07685661	4.2681	1.35153484	4.1568	2.05596924	3.8754	2.33560085	2.5569	2.52631712	3.2199	2.75176525	3.2856	2.8094182
277	15	not	27715	-13.2361	5.3156	0.45095682	5.2118	0.20038176	5.2106	0.08463526	3.8073	0.30263281	3.6229	0.79889059	4.5653	1.22133636	3.8618	1.369977	3.9817	1.56317186	4.0215	1.62083769
277	16	heard	27716	-9.7849	9.7243	0.45071173	9.1575	0.2007165	8.6267	0.09121132	8.2766	0.16451263	6.2768	0.65951681	4.4459	1.29968262	3.3498	2.41464567	3.1905	2.85492182	2.9311	2.91894865
277	17	about	27717	-12.5469	6.8159	0.45071507	6.0103	0.20190763	6.1112	0.09616899	5.368	0.21235991	3.5235	0.60065365	3.1901	0.85435724	3.934	1.29743528	3.1303	1.68512869	3.2009	1.79031324
277	18	it	27718	-14.1236	4.3667	0.45008945	4.5094	0.20046997	4.591	0.09347296	3.5114	0.17824793	2.8563	0.69343138	2.1792	0.95705509	1.6616	1.39645624	1.5443	1.89152193	1.4385	2.01164508
278	1	Luke	27801	-6.8341	9.3104		9.982		11.0194		10.9928		10.8047		10.1408		9.6419		9.6065		9.6017	
278	2	kicked	27802	-6.947	9.2814	0.9534874	10.0285	0.24213648	10.6825	0.14143419	11.0305	0.11148357	11.081	0.33743572	10.7836	0.74868345	9.9075	1.5405941	9.6241	2.1666832	9.3722	2.19428778
278	3	off	27803	-11.1012	9.3304	0.73190308	7.8924	0.18347025	7.5437	0.07900333	7.442	0.14823008	6.8396	0.2608757	6.1716	0.45158672	3.6204	1.51724672	2.7739	1.8607955	2.6667	2.16912484
278	4	his	27804	-11.9165	7.9993	0.60844088	6.7564	0.16853809	6.6731	0.06385946	6.6366	0.11540461	5.7241	0.25255108	5.1249	0.46211863	3.6521	0.65966129	2.8644	0.85875511	2.9082	0.9508028
278	5	boots	27805	-7.3251	10.0055	0.54089022	10.614	0.17036009	10.7919	0.0705905	10.2205	0.43715	10.2344	1.09550381	9.8903	1.57508373	8.1884	2.42632151	7.6382	3.17229509	7.4195	3.43814325
278	6	and	27806	-14.5388	4.0296	0.50686693	4.0477	0.17846346	4.0293	0.07849216	3.2684	0.14329529	3.3216	0.47051191	2.8336	0.94891858	2.4419	1.14520097	2.0817	1.13973284	2.0984	1.18859744
278	7	shrugged	27807	-5.9989	9.8281	0.48556137	10.4402	0.18426752	10.7255	0.08239412	10.6762	0.26105928	10.3995	0.37538576	10.5861	0.42032337	8.9244	1.03072643	7.8201	2.04981899	7.0517	2.38168859
278	8	off	27808	-11.1012	9.6214	0.47293997	7.8407	0.18958712	7.5425	0.08046436	7.3512	0.06726837	6.9173	0.19244766	6.3363	0.55012941	6.4207	1.09004855	4.9106	1.10353255	4.9425	1.38505673
278	9	his	27809	-11.9165	7.9851	0.46581841	6.744	0.19419622	6.7769	0.08404493	6.6702	0.17359066	5.7596	0.26363945	4.2471	0.55573654	2.9539	0.8272109	2.6949	1.0257771	2.4559	1.21385837
278	10	jacket	27810	-6.9117	10.3358	0.46030474	10.6906	0.1965971	11.0041	0.09048414	10.3673	0.42350292	9.9458	1.1021204	9.614	1.61533642	8.5735	2.53375053	7.0571	3.49789381	6.8314	4.07120514
278	11	and	27811	-14.5388	3.8659	0.45711136	4.0134	0.19875956	3.9056	0.09157372	3.0373	0.21716022	3.1163	0.52306414	2.7905	1.09586072	2.9231	1.39644647	2.4554	1.43327546	2.4749	1.61219978
278	12	slammed	27812	-5.624	10.2185	0.45509815	10.6757	0.19883966	11.0326	0.08570051	10.9566	0.25458765	10.9739	0.36564255	11.3959	0.51738644	10.7665	1.20669317	9.1925	2.00741386	8.7747	2.47478676
278	13	his	27813	-11.9165	7.9852	0.45395899	6.7471	0.20009422	6.7857	0.08725595	6.6392	0.12694693	6.9997	0.22010374	3.898	0.48102713	2.2723	1.34896469	1.963	1.99184608	1.6695	2.2228117
278	14	cap	27814	-7.5858	10.4672	0.45249891	10.8749	0.20012903	11.053	0.09143734	10.311	0.42394257	9.5215	1.09969044	9.589	1.58620453	9.9294	2.4730463	9.5625	3.85140896	9.2695	4.52909088
278	15	down	27815	-11.0981	9.5037	0.45229387	7.8911	0.20142174	7.5468	0.09428835	7.1681	0.25674391	7.0242	0.44901371	5.7287	0.7718997	4.2695	1.13630199	3.7959	1.53103137	3.3051	1.70656729
278	16	on	27816	-13.4378	5.0113	0.45130014	5.1029	0.20042706	4.9382	0.0938282	4.5408	0.36716747	3.7067	0.50037861	4.4167	0.77672815	3.7701	1.01604986	3.2922	1.12090516	3.319	1.28100324
278	17	the	27817	-15.3366	3.0962	0.45128202	3.4842	0.20024252	3.1193	0.09200048	1.3093	0.42491055	1.2855	0.70629406	1.414	0.99596786	1.2783	1.62075043	0.9518	1.89998102	0.8961	2.14196539
278	18	hook	27818	-7.1914	10.2643	0.45162678	10.5709	0.2083478	10.044	0.35001612	9.661	1.00999069	9.9538	1.26807499	9.504	1.56937933	9.1357	2.28284788	7.3852	3.00536394	6.9139	3.19780922
279	1	Malcolm	27901	-7.044	9.1979		9.8342		10.7999		10.8394		10.7565		10.591		9.8677		10.0078		9.9795	
279	2	woke	27902	-6.9363	9.4128	0.95448303	10.1874	0.24303484	10.8807	0.14081192	11.1819	0.11478472	11.1645	0.31059027	10.9523	0.542027	9.5498	1.11853886	9.3885	1.69152784	9.8523	1.71081495
279	3	Lewis	27903	-7.629	9.5305	0.73208427	10.2439	0.18381548	10.6162	0.08075428	11.019	0.12740374	10.7733	0.30657053	10.1995	0.58177805	10.2753	2.844836	9.767	3.61374736	10.0974	3.85953021
279	4	at	27904	-12.8976	6.1477	0.60734844	5.5431	0.16811466	5.4336	0.06436348	4.9934	0.14721394	5.5202	0.38295889	5.0248	0.68735695	4.7485	0.91453218	4.4164	0.95848608	4.4396	0.96998215
279	5	six	27905	-9.5337	9.7925	0.53988743	9.8157	0.16940641	9.5381	0.06354475	9.1773	0.43004274	7.6657	0.89557934	7.133	1.24542236	7.4016	1.51713705	7.5081	1.71975613	7.4995	1.78147507
279	6	in	27906	-14.1592	4.1403	0.50489712	4.2935	0.1764636	4.21	0.07359743	3.9871	0.11008883	5.6088	0.71041012	6.8743	2.28520584	5.4844	2.01357412	4.3913	2.10594654	4.2748	2.12572384
279	7	the	27907	-15.3366	3.1615	0.48319101	3.3938	0.18333292	3.2216	0.07650757	1.292	0.54350281	1.7276	0.79092407	1.6178	1.07868242	1.4921	1.59733963	1.6196	1.95627356	1.422	1.7864337
279	8	morning	27908	-9.6664	9.9901	0.47256947	9.7001	0.1972146	8.5741	0.36166	7.7588	1.04830074	6.8372	1.29946756	5.7158	1.67695761	3.7909	2.19908094	2.7784	2.66973925	2.077	3.02316999
279	9	and	27909	-14.5388	3.8888	0.46403599	4.0213	0.19654179	4.056	0.13234329	2.8271	0.46280479	3.157	0.66632605	2.9131	1.08928418	2.4068	1.08244872	2.3928	1.25981688	2.2255	1.27863669
279	10	told	27910	-10.3945	9.5468	0.45962906	8.8137	0.19685793	8.1808	0.10099077	7.8413	0.26541471	8.4686	0.36517763	8.0271	0.40077305	5.6796	0.98460722	5.1242	1.70730305	4.344	1.85559464
279	11	him	27911	-11.4657	8.7824	0.45649385	6.7936	0.19828987	6.7464	0.07711458	6.8348	0.06463146	5.4751	0.77810669	2.8289	1.82217121	1.8535	2.57731605	1.3052	3.26539254	1.4847	3.35453367
279	12	to	27912	-14.855	3.4658	0.45445347	3.521	0.19863939	3.5379	0.07784081	2.8294	0.4705863	2.7042	0.2856679	2.3508	0.51104307	1.8494	0.8710928	1.8642	1.37713933	1.744	1.45553517
279	13	wear	27913	-8.6221	9.9213	0.45295811	10.1891	0.19919157	10.0994	0.08149576	9.7937	0.54717731	8.452	1.1398077	7.4504	1.37853956	7.0173	2.0410924	7.2814	2.46813631	6.6283	2.63883018
279	14	his	27914	-11.9165	7.9826	0.45197725	6.7489	0.1992116	6.7726	0.07962513	6.476	0.12348604	5.965	0.33262491	3.9613	0.69307756	2.7473	1.30718708	2.5527	1.46890926	2.5638	1.55288839
279	15	worst	27915	-8.8142	9.8385	0.45135164	10.035	0.19979334	9.8029	0.08681297	8.7984	0.42536354	7.9301	1.09173584	8.3518	1.55668211	8.6156	2.39469624	9.6506	3.1903615	10.006	3.31858301
279	16	jeans	27916	-6.3244	10.3571	0.4510541	10.8798	0.19916248	11.2719	0.08833361	11.6674	0.22187281	11.3234	0.3818078	11.1356	0.63409281	10.0884	0.91421413	8.0389	1.44247246	7.6593	1.60435104
279	17	and	27917	-14.5388	3.8423	0.45069599	4.016	0.19947386	3.9033	0.08972597	2.921	0.24539518	3.2136	0.48987818	3.082	0.95368576	2.9304	1.20573354	2.6321	1.25038862	2.5551	1.20714998
279	18	shirt	27918	-7.2464	9.7035	0.45082855	10.0738	0.1992178	10.5097	0.08491755	10.6015	0.24925232	10.6018	0.33230257	11.3472	0.52724791	10.0338	1.19962168	9.083	1.23165941	8.4799	1.38249969
280	1	Mark	28001	-9.0938	9.2248		9.6059		9.6691		9.5887		8.7874		8.2826		8.312		8.3015		8.1765	
280	2	stopped	28002	-8.9	9.3073	0.95251369	9.6834	0.24165106	9.9287	0.14096022	9.6012	0.12498951	9.7176	0.32657099	9.4784	0.6617732	8.8787	0.98770618	8.3773	1.49664211	8.4869	1.66077423
280	3	in	28003	-14.1592	4.6366	0.72936821	4.3595	0.18247509	4.3464	0.07990456	3.959	0.09571171	4.1552	0.19362879	3.8838	0.52337646	3.7768	0.83451986	3.4669	1.12024832	3.8025	1.24084759
280	4	his	28004	-11.9165	7.9904	0.60317898	6.7508	0.16697025	6.6594	0.06165695	6.2029	0.58531761	5.0846	0.82673407	4.7151	1.01958132	3.7164	1.28325415	3.2989	1.46104288	2.9438	1.34543371
280	5	tracks	28005	-7.861000000000001	9.7284	0.53816175	10.3535	0.16964483	10.6234	0.06842852	9.8422	0.50262737	9.3479	1.14253139	9.2207	1.65924931	9.3077	2.6368289	8.9426	2.76874781	7.8615	2.73184824
280	6	on	28006	-13.4378	5.1432	0.50289249	5.0725	0.17621756	4.926	0.07460308	4.5332	0.26337433	4.5914	0.50148487	5.1103	1.05268145	4.6831	1.2797389	3.9188	1.16622305	3.7662	1.19172406
280	7	the	28007	-15.3366	3.1562	0.48380852	3.3938	0.18391991	3.232	0.07913113	1.4745	0.33788109	1.3394	0.67233658	1.3058	0.92438793	1.3026	1.4492507	1.2056	1.99006891	1.2359	2.0897646
280	8	way	28008	-11.6874	8.7134	0.47272921	7.1033	0.19752836	6.7349	0.35872269	4.9302	1.01141644	5.1068	1.27457094	5.0703	1.56933832	4.3106	2.00429773	4.4496	2.32562256	4.3219	2.32512379
280	9	to	28009	-14.855	3.4958	0.46372271	3.5264	0.1961112	3.7364	0.12327194	3.5357	0.51311445	2.3696	0.79725003	2.6916	0.87382913	2.7852	1.06947064	2.4825	1.12029362	2.2611	1.28138089
280	10	the	28010	-15.3366	3.1103	0.45891953	3.4825	0.19727278	3.2992	0.10081434	2.7455	0.49685669	2.0718	0.99098063	2.6769	1.46882534	3.2067	1.87464333	2.0718	1.6285553	1.8028	1.6145792
280	11	table	28011	-9.1957	9.6628	0.45690632	9.5443	0.20623255	9.0391	0.44630432	8.3773	0.99291229	7.4107	1.25235367	7.1625	1.47922325	6.4525	1.7497716	5.8443	2.05052471	5.765	2.15472937
280	12	and	28012	-14.5388	3.8561	0.45433664	4.0318	0.20159149	4.1815	0.1415143	3.1808	0.29759836	3.1945	0.47689581	2.8417	0.82970977	2.4587	1.00373816	2.8559	1.39073634	2.5413	1.45177507
280	13	stood	28013	-8.1342	9.6933	0.45311642	10.0406	0.19958496	10.1022	0.1019969	9.8163	0.24644327	9.564	0.34477854	9.457	0.39634991	7.582	0.78417397	7.0272	1.29801178	6.5916	1.61080885
280	14	in	28014	-14.1592	3.975	0.4521718	4.323	0.19893885	4.2241	0.07281494	3.997	0.10102749	3.1259	0.21448755	3.1731	1.14006519	2.4732	1.9283247	2.7184	1.68538523	2.6924	1.97599792
280	15	front	28015	-9.8716	9.9853	0.45082664	9.7208	0.19852018	8.9496	0.06741762	8.7392	0.57337332	6.8587	0.87816286	5.6732	0.96138096	4.2661	1.0629406	3.8801	1.44252872	3.5218	1.65214443
280	16	of	28016	-14.4818	3.7085	0.4503293	3.9983	0.1986742	3.8697	0.07475042	3.3274	0.3008132	1.542	0.75384045	1.2422	1.07409143	0.4756	2.20569277	0.1936	3.01273799	0.1955	3.02526045
280	17	the	28017	-15.3366	3.0953	0.44999409	3.4752	0.19857216	3.1227	0.07369757	1.3876	0.55378294	1.6132	0.77631474	1.0096	1.10035467	0.7298	1.89264107	0.957	2.34779453	0.9265	2.37695575
280	18	stove	28018	-6.0426	10.1442	0.45097065	10.4402	0.20759916	10.1522	0.3656888	9.9865	1.04917336	10.6736	1.2855854	10.7806	1.42849588	10.0335	1.90800714	8.9533	2.60532761	8.4832	2.79549551
281	1	Martin	28101	-7.8002	9.3536		9.9641		10.8952		10.5816		9.744		9.0051		9.1811		9.1218		9.0202	
281	2	went	28102	-10.4029	9.5336	0.95314503	9.0978	0.24151707	8.3087	0.14310312	7.8135	0.14709425	7.5603	0.46784973	6.967	0.8088131	6.5265	1.49115562	6.8101	1.94903564	6.9167	1.84919357
281	3	to	28103	-14.855	4.1182	0.73136902	3.6087	0.18315363	3.7725	0.08040476	2.9118	0.13099337	1.6283	0.55473614	1.6184	1.38743353	1.7995	1.6061759	1.1579	1.96206474	1.2768	2.08232141
281	4	get	28104	-12.2255	7.6039	0.60531378	5.9757	0.16873789	6.205	0.07792807	4.5306	0.54601145	4.0701	1.01162148	4.9019	0.86918116	5.3514	1.12499332	4.8707	1.58555984	4.5912	1.73250437
281	5	washed	28105	-6.6695	10.1518	0.53932238	10.7864	0.16944742	11.0066	0.06578875	11.2754	0.16653061	11.6605	0.59210157	11.5002	1.01608086	10.7522	1.32619238	9.9897	1.47366714	10.171	1.62327385
281	6	up	28106	-12.2438	7.7614	0.50365353	6.1	0.17677164	6.3472	0.07143211	5.7849	0.19886494	5.1113	0.39808512	4.1706	0.75785446	3.7167	1.12993717	3.5508	1.19580317	3.1909	1.50087523
281	7	for	28107	-13.7883	4.3485	0.4839797	4.7175	0.18359232	4.4813	0.07808828	4.1236	0.36817884	3.2526	0.543015	3.634	0.80435419	3.4272	0.89932775	3.8227	1.04511428	3.7962	1.16548181
281	8	lunch	28108	-8.599	10.177	0.47116756	10.2953	0.18902302	10.2022	0.08022213	9.5671	0.41035604	9.0073	0.73274708	8.021	0.94424725	5.5363	1.31508827	4.0202	1.65532446	4.0611	1.69421101
281	9	then	28109	-11.8815	8.7149	0.46467495	6.6322	0.1937995	6.7992	0.08762407	7.6292	0.23790979	7.175	0.61546278	6.8691	0.94526958	5.8274	1.25239182	5.7245	1.40993166	5.6016	1.4705863
281	10	spent	28110	-9.4641	9.5103	0.45951653	9.6293	0.19601011	9.3205	0.0873661	9.6949	0.18555212	9.0981	0.28486824	9.6486	0.76115417	7.8842	0.7863903	7.3891	0.87841749	7.6323	0.92313766
281	11	the	28111	-15.3366	3.1147	0.45738792	3.4963	0.19945955	3.2617	0.09699631	3.7157	0.20657063	2.8075	0.21294165	2.0696	0.71278715	2.3226	1.16821241	2.5145	1.63905907	2.3112	1.66614056
281	12	afternoon	28112	-8.6396	10.4001	0.45595455	10.4132	0.20759869	9.4473	0.37108612	9.1566	1.00731564	8.1549	1.25995541	7.8181	1.42730284	6.2149	2.06766605	4.5028	3.34657621	3.7197	3.68110752
281	13	working	28113	-10.8309	9.3122	0.45333719	8.1045	0.20135689	7.8903	0.12955761	7.8532	0.36401224	8.5018	0.63160324	8.1884	0.80647326	8.0986	0.88493872	6.2203	1.10834742	5.5112	1.24080276
281	14	on	28114	-13.4378	5.0216	0.45212364	5.1081	0.19934654	5.0152	0.08404541	4.6308	0.19724321	3.7421	0.38790035	2.6004	0.88794947	3.1444	1.22529125	1.9576	1.4568789	1.3034	1.85788631
281	15	the	28115	-15.3366	3.0965	0.45197344	3.4824	0.19932127	3.0828	0.0748992	1.3872	0.3780117	1.3774	0.63543892	1.1918	0.85302067	1.1187	1.21680498	1.3741	1.57140541	1.2143	1.67740536
281	16	extension	28116	-7.9745	9.7958	0.45213652	10.1484	0.20772839	9.895	0.36457539	9.7655	1.00536537	9.3359	1.27213478	9.0258	1.54055786	9.9735	2.3330102	9.9546	2.36701488	9.7362	2.4903245
281	17	with	28117	-13.2829	5.2976	0.4512248	5.1352	0.20239067	5.0804	0.12629747	4.9043	0.33355761	5.1252	0.85429096	5.4304	1.02007747	5.6362	1.3410275	5.1615	1.22157979	5.3113	1.21293569
281	18	Mark	28118	-9.0938	9.8172	0.45080328	9.9402	0.20038557	9.4024	0.08182907	9.3896	0.25142574	9.2664	0.73686361	9.0571	0.95159864	9.2058	1.02846718	9.1125	1.53295803	8.8256	1.6403513
282	1	The	28201	-15.3366	5.02		3.1084		2.8806		2.5573		2.6676		2.6715		2.5921		2.6112		2.6165	
282	2	driver	28202	-8.8821	9.5941	0.95442867	10.0058	0.25819921	9.558	0.36685276	9.0493	0.92411327	8.1333	1.26885509	7.5595	1.40439653	7.3993	1.51362038	7.2883	1.54577923	7.1903	1.56129599
282	3	slowed	28203	-6.3208	9.5357	0.73008537	10.2847	0.18841648	10.4317	0.13938189	10.8264	0.18713713	11.3231	0.81148815	11.1121	1.04444742	10.8932	1.50359774	10.2776	1.63988829	10.333	1.69953203
282	4	down,	28204	-11.0981	9.2529	0.60414171	7.8558	0.16938972	7.4033	0.08263588	7.107	0.13126183	7.1293	0.28016567	6.2549	0.39427328	3.1693	1.26292276	1.9527	2.02177191	1.2335	2.56689262
282	5	pulled	28205	-8.0759	9.9953	0.50252724	10.4937	0.17470694	10.6369	0.05483294	10.9172	0.3192296	10.4553	0.52516937	10.8669	0.56845903	9.5058	0.78422832	8.2166	1.12396574	7.5531	1.15459204
282	6	over	28206	-11.5252	8.5397	0.48260784	6.9464	0.18225288	7.1082	0.06083679	6.7577	0.07716894	6.3869	0.23872042	5.4387	0.70180941	4.445	2.23855925	4.1997	2.11327124	3.7236	2.01571512
282	7	and	28207	-14.5388	3.9142	0.47077799	4.008	0.18830252	3.9805	0.07199478	3.7406	0.05895758	4.3219	0.57155085	3.2709	0.64574957	2.4498	0.82380819	1.9805	1.06390691	1.869	1.11141467
282	8	got	28208	-11.1959	8.8687	0.46409941	7.2344	0.19260597	7.0814	0.07883501	6.9022	0.26047421	8.8371	0.41344786	7.2626	0.44744921	5.0149	1.2224822	5.0142	2.43827486	5.0885	2.84497309
282	9	out,	28209	-12.312999999999999	7.1954	0.45872641	6.0191	0.19454765	6.034	0.07776356	5.7306	0.05023336	5.4199	0.42874527	4.0193	0.97394514	3.948	1.22157478	4.1016	1.53769541	3.5502	1.75685215
282	10	which	28210	-12.0897	8.077	0.45346498	6.7274	0.19598866	6.506	0.05715752	5.4201	0.31714678	3.6541	0.54854393	5.1122	0.92966509	4.512	0.94368792	4.3994	1.23522758	4.7776	1.2926693
282	11	was	28211	-13.2729	5.0886	0.45257616	5.4242	0.19824123	5.3188	0.06982517	4.1138	0.16561556	3.5355	0.76471853	1.7999	1.61923313	1.7513	1.70039558	1.255	2.21493435	1.237	2.28910685
282	12	really	28212	-11.7182	8.1455	0.45223284	6.9756	0.20040751	6.7579	0.08307838	6.037	0.15431595	5.7234	0.68359566	4.9185	0.96523333	4.3044	1.24383736	4.6674	1.38268328	4.6732	1.49492788
282	13	a	28213	-14.5303	3.8119	0.45149899	4.2476	0.20002651	3.8304	0.08946276	3.7765	0.09082794	3.8513	0.46768332	3.5713	1.3800292	3.1192	2.36121416	2.9985	2.43808889	3.265	2.86333656
282	14	terrible	28214	-8.4377	9.9551	0.45100784	10.1482	0.20308065	9.8348	0.17710018	9.1017	1.04982281	7.9612	1.35046196	6.6189	1.91741276	6.0226	2.74222755	5.6169	2.89304829	5.6328	2.98350096
282	15	mistake	28215	-8.5392	10.2857	0.45071268	10.3473	0.20093632	9.9906	0.10276127	9.7764	0.28698301	8.4527	0.4868145	6.7662	1.24527025	4.8059	2.03038263	4.533	2.61352348	4.2392	2.82964325
282	16	on	28216	-13.4378	5.0074	0.45001745	5.0989	0.19894648	4.9595	0.08464384	4.5306	0.31196356	4.0654	0.98163033	5.4748	1.54855871	5.7097	1.86877763	5.8278	1.79659331	5.3471	1.84068573
282	17	his	28217	-11.9165	7.9866	0.45053768	6.7476	0.19955635	6.783	0.08250618	6.0497	0.3707552	5.0144	0.65980864	3.3753	0.83909369	3.4433	1.1612854	2.4654	1.71572495	2.5212	1.78329086
282	18	part	28218	-11.0043	8.9838	0.45021343	7.9082	0.20027208	7.668	0.0909996	7.0803	0.45380688	6.9949	1.12615395	8.5967	1.65838957	7.563	2.31455994	5.5528	2.76955605	4.9048	2.98639345
283	1	The	28301	-15.3366	5.02		3.1084		2.8806		2.5573		2.6676		2.6715		2.5921		2.6112		2.6165	
283	2	people	28302	-12.3766	7.6876	0.95442867	6.3813	0.25819921	6.4172	0.36685276	6.7251	0.92411327	5.5099	1.26885509	5.6337	1.40439653	5.8764	1.51362038	5.7618	1.54577923	5.6816	1.56129599
283	3	need	28303	-11.7678	8.6457	0.73109627	6.9418	0.18915462	6.6491	0.13995504	6.6863	0.206285	5.5235	1.31738043	4.9677	1.24525928	5.3761	1.75323439	5.8715	1.7640686	5.948	1.73153734
283	4	a	28304	-14.5303	4.1766	0.60538912	4.0715	0.16960144	3.8225	0.08228874	4.5288	0.31710339	3.3247	1.16416764	3.2798	1.5026257	3.1644	1.82766962	3.4142	2.13179016	3.4624	2.01508069
283	5	champion	28305	-7.0562	9.6785	0.53956032	10.2685	0.17306614	10.2794	0.19107199	10.0832	1.01081848	10.8167	1.37109756	10.4578	1.60367727	9.8799	1.98060226	9.7512	1.99674988	9.6289	2.06590223
283	6	to	28306	-14.855	3.6087	0.50388002	3.505	0.17764807	3.6946	0.09172916	3.6716	0.26789331	2.6997	0.35234404	2.3292	0.52634954	1.9027	0.79987431	1.9242	0.96913791	2.0936	1.08180857
283	7	follow,	28307	-9.6278	9.863	0.48302174	9.6228	0.18414354	8.8898	0.09025717	8.3502	0.5033927	6.1098	1.15900612	6.2744	1.49436426	5.8398	1.95442152	5.5525	2.41809797	5.8783	2.50818348
283	8	to	28308	-14.855	3.5002	0.46303701	3.5177	0.19041252	3.637	0.0537715	5.08	0.29666948	5.2927	0.69061375	4.1025	0.79153109	4.3336	1.1923275	4.1616	1.38175201	4.2673	1.3770709
283	9	open	28309	-10.3789	9.4285	0.45832777	9.0437	0.19472885	8.2448	0.06778288	8.16	0.52310801	7.3575	0.95428038	7.0226	1.50473595	7.5773	1.87071657	7.2803	2.15371418	6.9653	2.27635336
283	10	the	28310	-15.3366	3.1094	0.45583916	3.4818	0.1968298	3.2301	0.07146692	2.9741	0.07655811	2.409	0.3170948	2.2635	0.55765152	1.7028	0.89408445	1.4812	1.37023115	1.5469	1.42117023
283	11	wall	28311	-8.9345	10.1121	0.45471764	10.1648	0.20625401	9.3827	0.36935949	8.5562	0.98418903	7.9868	1.26531696	7.5147	1.36970282	6.9858	1.51083803	6.7577	1.91233826	6.6753	2.28859758
283	12	in	28312	-14.1592	3.9813	0.45268917	4.3324	0.20179176	4.3869	0.13054562	3.9526	0.2972784	4.0229	0.46102095	4.1489	0.65184879	3.6649	0.88822079	3.6846	1.17584753	3.935	1.18649077
283	13	battle	28313	-8.2827	10.2693	0.45119858	10.3178	0.20008993	10.0573	0.08065462	10.081	0.41530132	9.8796	0.8352623	10.1534	1.15497017	9.1471	1.0856328	9.186	1.36970568	9.0755	1.4346242
283	14	and	28314	-14.5388	3.8411	0.45143509	4.0198	0.20061207	4.0044	0.07735157	2.8684	0.27031898	2.8441	0.53572989	2.4161	0.94248629	2.4569	1.13828039	2.9152	1.13368702	2.87	1.22342062
