sent_nr	word_pos	word	item	ENCOW_log_freq	srp_1k	KLD_1k	srp_3k	KLD_3k	srp_10k	KLD_10k	srp_30k	KLD_30k	srp_100k	KLD_100k	srp_300k	KLD_300k	srp_1M	KLD_1M	srp_3M	KLD_3M	srp_6-47M	KLD_6-47M
323	18	to	32318	-14.855	3.4511	0.44956398	3.5236	0.19778585	3.5048	0.06769133	3.011	0.28802252	1.7771	0.58224201	1.2271	1.06437159	1.3627	1.29853296	1.1161	1.57653379	1.395	1.6376121
323	19	the	32319	-15.3366	3.0936	0.44954967	3.4919	0.19912863	3.2638	0.07775497	2.6682	0.54568291	2.1068	0.90680599	1.1381	0.97743511	1.0083	1.253263	0.8622	1.5018158	0.8457	1.63552809
323	20	wind	32320	-8.4667	10.0755	0.45051527	10.1105	0.20780897	9.6298	0.38788033	9.0359	0.98833752	8.4274	1.24398136	7.8864	1.47965288	7.5867	1.96828794	7.0266	2.49699593	6.8862	2.66366625
323	21	and	32321	-14.5388	3.8405	0.44994974	4.0301	0.20247507	4.0861	0.13376856	3.1164	0.23728275	3.3925	0.374681	2.9755	0.75857544	2.6386	1.10083842	2.1331	1.36240005	2.1161	1.46128607
323	22	wings	32322	-7.0112	10.1156	0.45025158	10.4145	0.20027971	10.4529	0.100914	10.5265	0.24798679	10.4784	0.36253548	10.5514	0.43083096	9.9255	0.73884201	8.7407	1.20926762	8.3077	1.41984367
323	23	folded	32323	-6.2246	10.003	0.45004225	10.2912	0.19946718	10.7078	0.07478428	11.4653	0.13767052	11.4412	0.31303692	12.0579	0.79331636	12.0503	1.17580557	10.8931	1.17235637	10.5145	1.33430958
324	1	Peter	32401	-8.306000000000001	9.1645		9.7167		10.0646		9.4501		8.8276		8.5318		8.6808		8.5486		8.539	
324	2	went	32402	-10.4029	9.5302	0.95093441	9.0976	0.24067068	8.305	0.14260578	7.8385	0.1253891	7.6379	0.39082479	6.4637	0.80792952	6.2522	1.68954182	6.4761	2.0304141	6.7734	2.05549431
324	3	to	32403	-14.855	4.1167	0.72968674	3.6069	0.18264198	3.768	0.07999754	2.9248	0.13357067	1.6657	0.52890491	1.5874	1.4222784	1.6458	1.62338448	1.1115	1.97462034	1.2447	2.06968641
324	4	bed	32404	-9.2318	9.7908	0.60421991	10.1868	0.16853523	9.7078	0.07766581	9.216	0.54163408	8.2621	1.01087761	7.1073	0.879179	4.5915	1.14213562	4.1605	1.59325981	4.0622	1.72370338
324	5	giving	32405	-9.5145	9.5646	0.53854609	9.6149	0.16995192	9.4975	0.06848288	9.2433	0.09041643	9.1171	0.39598465	10.0379	0.90517926	9.8905	0.98789978	10.1948	1.15937233	10.4773	1.2795701
324	6	himself	32406	-9.1593	9.7232	0.50290632	9.9785	0.17651558	9.4345	0.07142115	9.604	0.16530228	8.7093	0.40312386	7.1168	1.13252926	5.7787	2.13530827	5.6177	2.26021051	5.5587	2.45826197
324	7	his	32407	-11.9165	7.9762	0.48315048	6.7358	0.18409634	6.7541	0.07977295	6.868	0.28338003	7.6283	0.54737329	7.2983	0.74189615	4.1061	0.96395302	4.415	1.73729324	3.7639	1.83539629
324	8	word	32408	-9.7663	9.998	0.47126198	9.4372	0.19013739	8.9539	0.08914137	7.984	0.43552685	6.9681	1.09006977	6.7659	1.58590317	6.9003	2.29585075	6.4358	2.63995218	5.9482	2.68767357
324	9	that	32409	-14.0036	4.4849	0.46445036	4.6949	0.19493723	4.6923	0.093009	4.729	0.31021547	4.9595	0.56857634	5.3272	0.85980177	5.3919	0.91482019	5.4726	1.02984643	5.4432	1.17114663
324	10	while	32410	-10.4077	9.1778	0.45891047	8.8082	0.1946888	8.4074	0.07267523	8.7604	0.24311399	8.761	0.49362373	8.11	0.77222729	8.8004	1.76407099	7.9171	1.5860734	7.5384	1.73748207
324	11	Hugh	32411	-5.9189	10.0989	0.45578098	10.4613	0.1969347	11.0514	0.08409405	11.7582	0.0711174	12.1265	0.50417137	11.649	0.62404108	11.2086	1.33163357	11.2671	1.96335316	11.3028	2.18103218
324	12	wasn't	32412																			
324	13	around	32413	-10.9644	9.5975	0.45181513	8.1633	0.19976282	7.4567	0.09406614	7.3662	0.28057098	7.4934	0.49968147	7.5073	0.78226805	7.1696	1.17012691	6.8167	1.80318642	6.237	1.85526514
324	14	he'd	32414																			
324	15	look	32415	-11.1951	8.9303	0.45008993	7.5665	0.19971371	7.2618	0.09481382	7.0042	0.06792068	5.7013	1.03106308	5.6061	1.61206627	6.4141	1.79917383	6.766	2.09526157	6.445	2.13732862
324	16	out	32416	-12.312999999999999	7.195	0.44997215	6.0195	0.19973373	6.0438	0.09624195	5.6042	0.1716218	4.5563	0.94054079	4.2253	2.01327372	4.2754	2.36616635	3.9793	2.24359655	3.7559	2.39110041
324	17	for	32417	-13.7883	4.2349	0.44956684	4.7443	0.19920349	4.4871	0.09638453	4.163	0.38930273	3.393	0.7644341	3.3645	0.92926455	2.88	1.05051756	1.7988	1.37516999	1.3628	1.62293482
324	18	George	32418	-8.4878	10.3487	0.44948626	10.5116	0.1996665	10.362	0.0928278	9.9975	0.39017582	10.2094	0.75031042	9.8989	1.21724796	9.7481	1.67704773	10.2062	1.88468218	10.0147	2.17213726
324	19	as	32419	-13.1578	5.5945	0.44978237	5.2023	0.20078659	5.4857	0.09824038	4.9218	0.27855301	4.4564	0.55833769	5.3591	1.02275348	6.019	1.32531023	5.4229	1.4703784	5.2488	1.60905313
324	20	much	32420	-11.7467	8.0409	0.45006752	6.8752	0.20012999	6.6577	0.09122944	6.8182	0.19232607	5.0276	0.40608501	3.8183	1.0702014	4.4441	2.12206864	4.5148	2.34411597	4.6185	2.43999696
324	21	as	32421	-13.1578	5.6018	0.44971895	5.2051	0.20015478	5.4798	0.09393024	4.9778	0.11035442	3.6671	0.3062458	1.145	1.50136328	1.0181	1.79545236	0.5725	2.64832187	0.3165	3.49373841
324	22	he	32422	-12.8213	6.3311	0.45000124	5.7604	0.19975996	6.4321	0.08939123	4.8444	0.20406151	4.9729	0.46831799	2.9898	1.15139532	1.3448	2.23031044	1.1228	2.32273102	1.0917	2.47923541
324	23	could	32423	-11.9197	8.223	0.44931841	6.4714	0.19947481	6.7459	0.09066677	5.8463	0.16903639	3.7239	1.4150672	3.8138	2.26026487	2.9832	2.4910574	2.3151	2.7641077	1.9239	3.01459551
325	1	There	32501	-12.8314	7.2318		5.7216		4.3412		4.2296		4.0985		4.2881		3.9862		4.1766		4.0736	
325	2	was	32502	-13.2729	5.9379	0.9505825	5.2565	0.23985672	4.5017	0.15058565	2.7628	1.1101408	2.7889	2.30704141	2.3453	2.70397758	2.5603	2.85470366	2.3826	2.85993361	2.5146	2.9053185
325	3	a	32503	-14.5303	4.4163	0.72872543	4.0337	0.18234634	3.6583	0.08095407	3.0526	0.21146727	1.9592	0.85699368	1.3737	2.04742432	1.442	2.37423825	1.3857	2.52118111	1.3328	2.57021475
325	4	pause,	32504	-7.2371	9.85	0.60486841	10.4312	0.17092133	10.2337	0.16388226	9.744	1.01719093	10.3412	1.45209122	10.0142	1.86680126	8.768	2.1150465	7.6972	2.21854544	7.2375	2.22693253
325	5	then	32505	-11.8815	8.669	0.50334787	6.6086	0.17572212	6.5585	0.05755186	5.8736	0.32281303	4.5641	0.64294147	4.8786	0.75793982	4.9123	0.96730042	4.2442	1.1174655	3.8115	1.14485836
325	6	the	32506	-15.3366	3.1586	0.48286581	3.4002	0.18280888	3.2283	0.06024313	3.3885	0.14187622	3.0694	0.48251867	3.1487	0.52145576	2.8111	0.71689749	2.9083	0.78310394	2.7164	0.8036561
325	7	distant	32507	-7.0238	10.3545	0.47221327	10.595	0.19670153	10.1717	0.35672283	9.9808	0.92261696	10.0379	1.23807716	10.4547	1.36735916	10.6482	1.62077427	10.8683	1.7346468	11.0947	1.76754189
325	8	rattle	32508	-5.4889	10.0339	0.46409559	10.3842	0.19532681	10.5181	0.12227392	11.3847	0.23895121	11.5744	0.38345861	11.1629	0.70941687	11.0809	1.38495016	10.9837	1.65585136	10.7246	1.77659369
325	9	of	32509	-14.4818	3.7455	0.45897245	3.9987	0.19582701	3.9059	0.08055115	3.4479	0.20192957	3.4011	0.19823408	3.7907	0.49437809	3.2862	1.0646286	3.1427	1.23785162	2.8	1.24785042
325	10	stone	32510	-8.1981	9.781	0.45541954	10.1663	0.1965456	10.2803	0.07134008	10.028	0.53584623	9.7723	0.7847271	9.6155	0.97566223	8.6701	1.18767834	7.8231	1.40990925	7.4733	1.42397547
325	11	on	32511	-13.4378	5.0173	0.45413971	5.0963	0.1983614	4.9559	0.07541323	4.5866	0.18706179	4.3761	0.35229301	5.3564	0.53010035	5.3608	0.92643881	5.5346	1.10236645	5.1754	1.15614462
325	12	stone,	32512	-8.1981	9.7879	0.45315599	10.1674	0.19900751	10.3936	0.07809734	10.54	0.43327665	10.2332	0.72678375	9.8954	0.92185593	8.7365	1.14437819	8.5182	1.49877882	8.3718	1.64122915
325	13	followed	32513	-8.8442	9.7564	0.45123339	9.7345	0.19751358	10.0627	0.05825472	9.9653	0.27728319	9.702	0.57430744	9.2353	0.70456457	7.9317	0.66482782	6.6602	0.95831203	6.2875	1.01215219
325	14	closely	32514	-8.5021	10.1459	0.4510479	10.3974	0.19888353	10.4548	0.07429886	10.4669	0.19670868	10.1147	0.30805349	9.7695	0.65200472	11.2626	1.51136971	11.654	2.5551908	10.6649	2.57779551
325	15	by	32515	-12.4358	7.6607	0.45094824	6.2015	0.20026731	5.9946	0.08737516	5.6038	0.25716257	4.887	0.33496189	3.8519	0.69134045	3.3711	1.25932598	2.5827	1.74034119	2.2258	1.82899165
325	16	its	32516	-11.5973	8.3064	0.45042229	6.7423	0.20049286	7.2322	0.09490395	6.4715	0.2350502	5.39	0.69845486	5.3595	0.90546465	5.9143	1.2043395	5.5162	1.30945587	5.422	1.38891983
325	17	echo	32517	-6.8145	10.1972	0.45037413	10.6138	0.2008419	11.0213	0.10057831	10.5713	0.26487303	10.442	0.76735973	10.5662	0.96866512	9.6918	1.52272177	9.3744	1.91314793	9.0999	2.08109665
325	18	from	32518	-12.6237	6.7893	0.45056009	6.01	0.20044804	5.9406	0.09697485	5.3987	0.17350674	5.2894	0.32838154	5.2445	0.67131233	4.747	0.78791571	5.2625	0.98466301	5.3486	1.18402338
325	19	the	32519	-15.3366	3.0977	0.45029926	3.4823	0.19929504	3.1728	0.09448814	1.9061	0.23491096	1.6382	0.7221365	1.3414	1.02663183	1.0459	1.35009432	0.9246	1.56962061	0.7423	1.66921854
325	20	high	32520	-10.5384	9.5528	0.45092201	8.3238	0.20761013	7.7041	0.35512114	7.2922	1.00395679	7.1742	1.2760396	7.2012	1.50983429	7.0042	1.90123701	6.9964	2.20694017	7.1994	2.28657436
325	21	mountain	32521	-7.6227	10.0781	0.45095158	10.2585	0.20374346	10.3618	0.14108706	10.4241	0.27595568	9.8775	0.78560162	9.231	1.19070578	8.5533	2.02457333	7.042	3.08044624	6.6686	3.22771883
325	22	walls	32522	-7.8047	9.7331	0.45059919	10.1643	0.20126867	10.453	0.08830118	11.0367	0.26195288	10.7557	0.61569357	9.9466	0.76089478	8.2588	1.03041124	6.8071	1.26883936	6.7745	1.29653883
325	23	behind	32523	-9.6288	9.9505	0.45010519	9.8064	0.19976521	8.9353	0.07873011	8.9388	0.22552061	8.4865	0.63599968	8.5473	1.20407176	7.3144	1.26231527	6.3264	1.41713619	6.2153	1.49033833
326	1	Ever	32601	-10.5471	9.067		8.3273		8.1767		7.9138		8.9859		8.5086		8.8371		8.6843		8.5301	
326	2	devoted	32602	-7.0475	9.7908	0.95218754	10.5806	0.24149704	11.1582	0.14122057	11.1199	0.12125635	11.2123	0.64680243	10.6038	0.84010506	10.9903	0.72968435	11.2845	1.3138833	11.2761	1.39211845
326	3	to	32603	-14.855	4.109	0.73007298	3.6027	0.18311739	3.7603	0.07932568	3.0678	0.10958004	2.8269	0.18244982	1.241	0.85409212	0.875	1.1684835	0.5985	1.58510518	0.5864	1.6563549
326	4	his	32604	-11.9165	7.9911	0.60492516	6.7527	0.16922188	6.669	0.07836294	6.1973	0.54054928	6.4924	1.15518093	5.3825	1.24549961	4.5532	0.93311501	5.459	0.99816322	5.5151	1.10934353
326	5	wife	32605	-9.2397	9.7626	0.53873587	10.1285	0.17037392	9.4834	0.07190418	8.575	0.44698334	7.3941	1.06316757	4.9231	1.67638111	4.7435	1.83390284	4.158	1.9984622	4.452	2.15038443
326	6	he	32606	-12.8213	6.3888	0.5032568	5.6829	0.17659426	6.3518	0.07263565	6.6492	0.22154427	6.9994	0.52043867	6.606	0.95029092	5.3438	1.23197842	5.8874	1.31383204	5.6135	1.36914301
326	7	was	32607	-13.2729	5.1534	0.4819603	5.3629	0.1832099	5.3377	0.07559776	3.9114	0.12627602	2.4605	1.26676941	1.5022	2.1925621	1.8805	2.54685354	1.8897	2.44382334	2.0339	2.42684364
326	8	at	32608	-12.8976	5.9569	0.47109032	5.5196	0.19029808	5.4686	0.08407831	5.4376	0.14808893	5.2359	0.8105278	4.7796	1.10557175	4.3189	1.45308733	4.661	1.49401474	4.8485	1.51513958
326	9	her	32609	-11.5871	8.7855	0.46353006	6.8626	0.19403219	6.7312	0.08473492	6.4968	0.49159145	5.1855	0.82301235	3.6761	1.33320379	3.3292	1.65105391	4.3665	1.88971043	4.671	2.10608768
326	10	side	32610	-10.1906	9.8215	0.45920753	9.3241	0.19643784	8.5431	0.09164762	7.7769	0.15460014	7.0719	0.52705145	6.0689	0.87179089	6.1742	1.27465296	5.7851	1.95948219	5.9154	2.40019608
326	11	in	32611	-14.1592	3.9953	0.45609426	4.3188	0.19826174	4.1737	0.09648132	3.8627	0.49880266	3.8563	0.94419074	4.1507	0.94401765	3.8523	1.07692432	3.9125	1.16084766	3.9211	1.16363955
326	12	the	32612	-15.3366	3.1029	0.4534049	3.48	0.19875908	3.1196	0.09013033	1.4128	0.48017311	1.3594	0.80596399	1.3466	1.28449917	1.4326	1.83479118	1.0985	1.83940554	1.0886	1.83989477
326	13	delivery	32613	-8.9565	9.8567	0.45330334	9.9784	0.2077322	9.2776	0.35701847	9.1704	1.04882812	8.5347	1.29387474	8.9373	1.67971325	9.9113	2.22261953	10.8234	2.65436792	10.7072	2.8225503
326	14	room	32614	-10.4759	9.1068	0.45179033	8.6475	0.20242882	7.9635	0.13272858	7.5212	0.3599081	7.0685	0.7298193	6.2746	0.96108055	4.2029	1.66530633	2.4096	2.09252453	2.4501	2.36101937
326	15	when	32615	-11.9768	8.3823	0.45130539	6.8105	0.20105553	6.5729	0.08978128	6.3552	0.42591524	5.85	0.68642616	5.8162	1.0160172	5.1883	1.23684382	5.2248	1.47999811	5.1037	1.42866349
326	16	she	32616	-11.9159	8.4576	0.45106459	6.5022	0.20042229	7.0658	0.07708836	5.544	0.26813984	4.7254	1.08427095	2.6747	1.73984385	1.6285	2.30987406	1.2152	3.20618725	1.3306	3.09647989
326	17	gave	32617	-9.54	9.9244	0.45088196	10.1549	0.20044327	9.0667	0.08025599	8.7299	0.14232445	6.5999	1.6518755	5.7844	2.77359152	5.0776	3.07535124	5.3284	3.28701782	5.5991	3.33685589
326	18	birth	32618	-8.2772	9.5046	0.45096636	9.8256	0.1999774	10.1261	0.08532476	10.3528	0.08750629	10.6258	0.407516	10.6451	2.74501395	8.1816	2.97959352	5.0189	2.7929852	3.9988	2.98039317
326	19	to	32619	-14.855	3.4561	0.45115185	3.5307	0.1998806	3.4957	0.08908558	3.0138	0.18178558	2.5738	0.34455967	2.8527	0.58360386	1.945	0.82785654	1.54	1.14008808	1.1721	1.34437013
326	20	a	32620	-14.5303	3.8112	0.45045042	4.249	0.19988871	3.9091	0.0872035	3.2508	0.5383935	4.1785	1.10584974	3.5665	1.12535095	3.3853	1.54631472	3.0227	2.1911726	3.1482	2.17522526
326	21	baby	32621	-8.9959	10.0952	0.45024157	10.1884	0.20252848	9.4115	0.18944407	8.5526	1.05696201	7.7381	1.23017931	7.218	1.54416513	6.1721	1.7665472	5.0605	2.22807741	4.761	2.59448576
326	22	girl	32622	-9.033	9.8169	0.45019245	9.8613	0.20050669	9.9695	0.1030345	9.63	0.33234501	8.8624	0.45033073	7.5365	0.56199837	6.5205	0.95704126	5.4347	1.24657559	5.0132	1.34956741
326	23	in	32623	-14.1592	3.9706	0.45018959	4.326	0.20036745	4.2022	0.08636761	3.7716	0.40505695	3.325	0.7257843	3.3742	1.08313441	3.6403	1.16206527	3.7008	1.45008349	3.4872	1.48688173
326	24	1978	32624	-6.1159	9.8773	0.44956923	10.3512	0.19957781	10.8955	0.07839108	11.0294	0.46043634	11.534	0.82363844	10.9736	1.16160059	9.1818	1.75626659	8.4603	2.04911661	7.7092	2.01766157
327	1	Sue	32701	-7.3871	9.3713		10.0702		11.0495		10.8398		10.4965		9.8337		10.0557		10.023		9.9048	
327	2	shook	32702	-6.8068	9.7503	0.95505142	10.5601	0.24243498	10.9877	0.14078951	11.1961	0.13708496	11.0141	0.3260603	10.1244	0.47848654	8.2295	1.15488577	7.7387	1.63439941	7.7957	1.81947422
327	3	her	32703	-11.5871	8.6598	0.73342133	6.949	0.18420649	6.6695	0.08118725	6.7373	0.09059668	6.7858	0.14499807	4.865	0.51154089	3.0655	1.12416744	1.8507	2.98447061	1.7264	3.74701166
327	4	head	32704	-9.9319	9.5921	0.60671043	9.1537	0.16754723	8.5216	0.06357479	8.304	0.10689116	7.5588	0.50848103	5.4125	0.72643328	3.8047	1.28369856	1.637	3.25018406	0.8859	4.6935463
327	5	as	32705	-13.1578	5.7677	0.53991699	5.1915	0.16935635	5.4924	0.0660162	5.0001	0.18968201	5.2621	0.50389242	5.4098	0.74621582	5.2987	0.9340148	4.8963	1.16003871	4.8293	1.32450294
327	6	she	32706	-11.9159	8.424	0.50391245	6.4724	0.17625666	7.0033	0.06947184	6.0225	0.2258606	6.4923	0.41988087	5.05	1.16510439	2.3373	1.73007202	1.6637	2.22282767	1.3752	2.47722483
327	7	watched	32707	-8.2107	9.9005	0.48365498	10.3577	0.18437386	10.2202	0.08019257	10.3493	0.09441614	8.9795	1.33971262	7.9954	2.28811598	7.393	2.59387636	6.8625	2.77448893	6.5241	3.02850533
327	8	Nicholas	32708	-5.9915	9.7651	0.47085333	10.2939	0.18932819	10.9647	0.0863061	11.9221	0.14099455	12.0047	0.2213707	12.4324	1.09299374	12.3367	1.91617465	12.1476	2.16238546	11.9869	2.15380454
327	9	give	32709	-10.9979	8.9966	0.46437693	8.0345	0.19467354	7.5709	0.09437037	8.3455	0.2230525	10.251	0.39227104	11.0047	0.63633394	11.0284	0.89349174	10.2922	0.99595499	9.9596	1.18041563
327	10	up	32710	-12.2438	7.7527	0.4592061	6.0928	0.1959362	6.3857	0.09488297	5.7824	0.10677147	5.7284	0.79555941	3.2316	1.83944035	3.1234	3.13437867	3.0602	2.79358244	2.8819	2.87420917
327	11	on	32711	-13.4378	5.0352	0.45663452	5.1021	0.19767761	4.9294	0.09690237	4.5681	0.34563065	3.7165	0.44920158	4.0764	0.63159084	4.7838	1.1998415	3.464	1.15208793	3.1705	1.12571955
327	12	fighting	32712	-8.3742	10.2482	0.4548521	10.6213	0.19872141	10.5246	0.09487295	10.4683	0.45804358	9.8593	0.66498852	10.2366	0.89100266	9.7378	1.65707541	10.0445	2.23721457	9.3866	2.24995852
327	13	to	32713	-14.855	3.4647	0.45362282	3.5257	0.19975615	3.4713	0.0994668	3.2776	0.34716892	3.3533	0.4371376	3.1417	0.47402811	3.6465	0.72659111	3.5013	0.93502235	4.0205	0.93791199
327	14	stay	32714	-10.0844	9.908	0.45213938	9.1773	0.2001791	8.6003	0.09104729	8.1318	0.50910234	5.8683	0.91056776	6.3003	0.98895931	6.4606	1.52816296	6.2572	1.80436993	5.8948	2.22303629
327	15	awake	32715	-6.9068	10.0798	0.45141363	10.3469	0.20014524	10.8705	0.08889866	11.2099	0.18652821	11.3949	0.37479877	11.1336	1.17515993	9.1736	1.31825209	6.6198	1.49390793	5.6538	1.61130857
327	16	and	32716	-14.5388	3.8378	0.45107126	4.0074	0.20048046	3.8844	0.09146547	2.9209	0.32361078	2.8398	0.58423519	2.4264	1.19391727	2.4191	1.44082284	2.3436	1.54613256	2.5314	1.66610909
327	17	fall	32717	-9.2469	9.377	0.45097446	9.2959	0.1997571	9.3446	0.08568859	8.9042	0.24332857	8.3837	0.33776045	8.6177	0.49430609	7.8776	1.1544528	7.3236	1.49023724	7.3302	1.58077526
327	18	asleep	32718	-7.3356	10.462	0.45102692	10.5092	0.20056438	10.7036	0.08502293	11.0112	0.177248	10.9784	0.4026165	10.0243	1.16733646	5.9883	1.96043873	2.078	2.95629263	1.5871	3.62404728
327	19	on	32719	-13.4378	5.0074	0.45055676	5.0992	0.19952679	4.9417	0.08616734	4.5854	0.241292	4.0536	0.49281311	3.6097	1.05110931	3.8799	1.36571908	3.9271	1.51522517	3.4337	1.6246562
327	20	the	32720	-15.3366	3.0963	0.45072699	3.484	0.1997366	3.1209	0.08646536	1.3498	0.40527534	1.4683	0.66074228	1.3108	0.81223488	1.3593	1.43832302	1.291	2.01947331	1.2084	2.16366601
327	21	chair	32721	-8.7516	10.1527	0.45123386	10.282	0.20803308	9.4679	0.35263443	9.1517	1.00958061	8.8816	1.26474524	8.0888	1.50749207	7.57	2.2001915	7.1695	2.74864864	6.6183	2.92692137
327	22	by	32722	-12.4358	7.6611	0.4507823	6.2088	0.20368004	6.0893	0.13439941	5.593	0.34654665	6.0907	0.94979	6.5338	1.20750117	6.8835	1.41597676	6.0488	1.49588656	5.7573	1.54188585
327	23	the	32723	-15.3366	3.1012	0.45023108	3.4995	0.2011795	3.2226	0.08995247	2.5991	0.21176529	1.6321	0.68808079	1.3877	0.88462019	1.3906	1.23218584	1.5099	1.54496717	1.6206	1.71796846
327	24	fire	32724	-9.2702	10.1047	0.45115995	10.0119	0.20885658	9.0268	0.41105366	8.5553	1.00502586	7.6559	1.28624344	7.5197	1.51146603	6.832	1.80709934	6.0639	2.30482054	5.6192	2.43569803
328	1	If	32801	-12.3265	8.2163		6.6919		6.7011		6.5742		7.076		7.8206		8.8333		9.075		9.2258	
328	2	you	32802	-13.9512	5.1454	0.95289898	4.1885	0.2416172	3.639	0.1519022	3.0947	0.6795063	1.4194	1.57243419	1.0969	1.68677902	1.1475	1.67756867	1.1267	1.72982883	0.9969	1.85165429
328	3	had	32803	-12.3327	7.6512	0.72934914	6.2671	0.18248081	6.1121	0.08415461	4.3154	0.92641926	4.8425	1.62120104	4.4294	1.96427727	4.319	2.14069891	4.4755	2.2730484	4.3896	2.39095688
328	4	asked	32804	-10.2768	9.5594	0.60502911	9.0344	0.16743565	7.9272	0.06320286	7.546	0.25630236	7.1388	0.73844099	7.0775	1.29667854	6.3577	1.33552217	6.2287	1.47599363	6.4075	1.58212328
328	5	him	32805	-11.4657	8.6897	0.53939056	6.7879	0.16943359	6.6851	0.0660882	6.7773	0.14550638	4.8013	0.67713165	3.8132	0.95943165	3.0525	1.46315765	2.7148	1.56579828	2.9542	1.53864908
328	6	seconds	32806	-8.2883	10.2357	0.50353765	10.61	0.17649746	10.4925	0.07717896	11.243	0.48879576	10.9214	0.44347334	11.8146	0.64951515	13.0294	0.99311733	13.0952	1.2209692	12.9913	1.29208541
328	7	after	32807	-11.3564	9.1213	0.48384619	7.7287	0.18478394	7.3002	0.08834171	7.4426	0.32379913	6.7798	0.72855282	6.2239	0.91362691	5.8507	1.02673888	4.8455	1.17258954	4.7736	1.37565136
328	8	visiting	32808	-8.3395	9.871	0.47252655	10.2163	0.19100142	10.6437	0.09301281	10.262	0.07542324	9.7543	0.55883837	9.7169	0.77215338	8.3716	1.03760576	7.6539	1.29941988	7.6768	1.39328623
328	9	the	32809	-15.3366	3.1286	0.46508312	3.4641	0.19375372	3.279	0.09252644	3.6755	0.14796972	3.4088	0.2281394	2.0226	0.59338093	1.5939	0.98984194	1.7248	1.29261684	1.7955	1.48777103
328	10	bar	32810	-9.1843	9.9079	0.46106911	9.8383	0.20429516	9.2464	0.3702898	8.4772	0.99457169	7.8339	1.27128601	7.3732	1.44596815	7.113	1.7209177	5.9615	2.14341688	5.7822	2.30943203
328	11	what	32811	-12.8163	6.3883	0.45680952	5.8546	0.20036554	6.3138	0.13083506	6.8282	0.32740736	8.3505	0.47782898	8.3713	0.60099459	8.5709	1.00573874	8.0216	1.21834207	7.8462	1.23741937
328	12	colour	32812	-8.8236	9.8435	0.45421886	10.1203	0.19804621	9.7422	0.07308578	10.3537	0.31098652	10.1855	0.77645731	9.0883	1.19321775	8.3649	1.47170401	8.3555	1.81179333	7.9615	1.77511215
328	13	the	32813	-15.3366	3.1014	0.45291805	3.4828	0.1983676	3.1475	0.07453156	3.4462	0.1142745	3.726	0.36666203	4.1882	0.49897289	4.3928	1.31083679	3.8915	1.37063313	4.2365	1.55420399
328	14	girl's	32814																			
328	15	hair	32815	-8.5736	10.4277	0.45086241	10.3648	0.20090675	10.2016	0.08745575	9.5749	0.25073957	9.2561	0.41669655	8.6994	0.5048461	6.9919	1.11323738	5.9501	1.29598808	5.7911	1.33888292
328	16	was	32816	-13.2729	5.0891	0.45108795	5.4335	0.20002699	5.4174	0.07882071	5.6527	0.23587799	5.3149	0.54643536	4.2282	0.76500845	2.0821	0.96605158	1.655	1.39163256	1.493	1.60881805
328	17	he	32817	-12.8213	6.3277	0.45106268	5.7565	0.20046902	6.3899	0.08133364	6.3971	0.15224409	7.5128	0.57873821	7.2046	0.82236767	6.2763	0.92421103	6.0866	1.00383234	6.0005	0.99684811
328	18	would	32818	-12.5799	6.8505	0.44996691	6.0377	0.19924927	6.0648	0.08042669	5.1059	0.11018658	4.6079	0.70010805	5.1377	1.35551596	4.0817	1.61298037	3.3561	2.00499201	2.8571	2.13684082
328	19	have	32819	-13.4753	4.8268	0.45002699	4.8294	0.19964314	5.2113	0.08287811	3.4779	0.36429882	3.4978	1.50231504	2.3044	1.88831139	1.9909	2.08158016	2.3846	2.2483201	2.203	2.2435565
328	20	probably	32820	-10.4074	9.8235	0.44966459	9.0872	0.19953823	7.9815	0.08644438	7.8716	0.11364746	7.07	1.09994411	7.9298	1.46812296	7.9335	2.23724222	7.2474	2.19791889	6.8742	2.38405466
328	21	turned	32821	-9.3915	9.8477	0.45005608	9.9521	0.20016909	9.2855	0.09165049	9.1038	0.08147717	8.1533	0.67806959	7.417	1.16508818	5.939	1.67003441	5.4864	2.29713106	5.543	2.57456589
328	22	around	32822	-10.9644	9.6005	0.45027351	8.1594	0.20063734	7.4513	0.09648037	7.4016	0.24266291	6.3711	0.64170933	5.744	1.40865278	4.5024	2.42321849	3.3239	2.40502381	3.1784	2.31603146
328	23	to	32823	-14.855	3.4501	0.4501586	3.5234	0.20043755	3.4788	0.09647322	3.2104	0.16744137	3.4584	0.44147062	3.445	0.70193148	2.4122	1.00427341	1.9595	0.98338318	2.2036	1.02206802
328	24	look	32824	-11.1951	8.9314	0.44990921	7.5636	0.20038462	7.2431	0.09007645	6.6428	0.52170086	5.6523	0.99817419	6.3003	1.02085447	5.6685	1.18730783	4.8003	1.53732157	4.4614	1.61359358
329	1	Phil	32901	-7.3099	9.4056		10.0091		10.5396		10.4086		10.2028		9.6211		9.5678		9.4967		9.3443	
329	2	ran	32902	-8.4405	9.5572	0.95506382	10.242	0.24264193	10.3603	0.14195395	10.0491	0.10725451	9.8712	0.29693794	8.9871	0.6090498	8.1636	1.44911098	8.3145	2.26641083	8.2274	2.17765999
329	3	up	32903	-12.2438	7.8305	0.73340511	6.225	0.18399668	6.3972	0.08042002	5.7447	0.1021266	5.5638	0.20814419	3.1548	0.76917028	3.2914	1.34288263	4.461	1.394804	3.9985	1.63650227
